speaker_id,utt_id
00309ae51fe07824676d5a3b39837b0a8927c064b7a054f3083f6f9cf7741987f8c92cb60c4c93e86a4e1be11dad46b92285584802bbe6a0fd618ca0f44b2959,common_voice_en_25283314.mp3
00309ae51fe07824676d5a3b39837b0a8927c064b7a054f3083f6f9cf7741987f8c92cb60c4c93e86a4e1be11dad46b92285584802bbe6a0fd618ca0f44b2959,common_voice_en_25294562.mp3
00309ae51fe07824676d5a3b39837b0a8927c064b7a054f3083f6f9cf7741987f8c92cb60c4c93e86a4e1be11dad46b92285584802bbe6a0fd618ca0f44b2959,common_voice_en_25393997.mp3
00309ae51fe07824676d5a3b39837b0a8927c064b7a054f3083f6f9cf7741987f8c92cb60c4c93e86a4e1be11dad46b92285584802bbe6a0fd618ca0f44b2959,common_voice_en_25394182.mp3
005805ffffabbba8fa7dc8f6093bc07716b1b7cd2cf36d081c40825cfb1908cdb57eef584bbc52534d4ecf7c218be8f68e6493744e6fe27ddd638731b125f3a3,common_voice_en_18356125.mp3
005805ffffabbba8fa7dc8f6093bc07716b1b7cd2cf36d081c40825cfb1908cdb57eef584bbc52534d4ecf7c218be8f68e6493744e6fe27ddd638731b125f3a3,common_voice_en_23563827.mp3
005805ffffabbba8fa7dc8f6093bc07716b1b7cd2cf36d081c40825cfb1908cdb57eef584bbc52534d4ecf7c218be8f68e6493744e6fe27ddd638731b125f3a3,common_voice_en_23563873.mp3
005805ffffabbba8fa7dc8f6093bc07716b1b7cd2cf36d081c40825cfb1908cdb57eef584bbc52534d4ecf7c218be8f68e6493744e6fe27ddd638731b125f3a3,common_voice_en_23563876.mp3
005805ffffabbba8fa7dc8f6093bc07716b1b7cd2cf36d081c40825cfb1908cdb57eef584bbc52534d4ecf7c218be8f68e6493744e6fe27ddd638731b125f3a3,common_voice_en_23563877.mp3
005805ffffabbba8fa7dc8f6093bc07716b1b7cd2cf36d081c40825cfb1908cdb57eef584bbc52534d4ecf7c218be8f68e6493744e6fe27ddd638731b125f3a3,common_voice_en_23569078.mp3
005805ffffabbba8fa7dc8f6093bc07716b1b7cd2cf36d081c40825cfb1908cdb57eef584bbc52534d4ecf7c218be8f68e6493744e6fe27ddd638731b125f3a3,common_voice_en_23569704.mp3
005805ffffabbba8fa7dc8f6093bc07716b1b7cd2cf36d081c40825cfb1908cdb57eef584bbc52534d4ecf7c218be8f68e6493744e6fe27ddd638731b125f3a3,common_voice_en_23569858.mp3
005805ffffabbba8fa7dc8f6093bc07716b1b7cd2cf36d081c40825cfb1908cdb57eef584bbc52534d4ecf7c218be8f68e6493744e6fe27ddd638731b125f3a3,common_voice_en_23569861.mp3
005805ffffabbba8fa7dc8f6093bc07716b1b7cd2cf36d081c40825cfb1908cdb57eef584bbc52534d4ecf7c218be8f68e6493744e6fe27ddd638731b125f3a3,common_voice_en_23569878.mp3
005805ffffabbba8fa7dc8f6093bc07716b1b7cd2cf36d081c40825cfb1908cdb57eef584bbc52534d4ecf7c218be8f68e6493744e6fe27ddd638731b125f3a3,common_voice_en_23683572.mp3
005805ffffabbba8fa7dc8f6093bc07716b1b7cd2cf36d081c40825cfb1908cdb57eef584bbc52534d4ecf7c218be8f68e6493744e6fe27ddd638731b125f3a3,common_voice_en_23683627.mp3
005ce52c025b621f7942751c3dd418f0e7d1e9f55b54278d16c3b853e2a8af9771892aad1021e772b06805b5e487d89cc7a2ec86ae94d86dc936e12679eb9a87,common_voice_en_24979359.mp3
005ce52c025b621f7942751c3dd418f0e7d1e9f55b54278d16c3b853e2a8af9771892aad1021e772b06805b5e487d89cc7a2ec86ae94d86dc936e12679eb9a87,common_voice_en_24979512.mp3
005ce52c025b621f7942751c3dd418f0e7d1e9f55b54278d16c3b853e2a8af9771892aad1021e772b06805b5e487d89cc7a2ec86ae94d86dc936e12679eb9a87,common_voice_en_24993741.mp3
005ce52c025b621f7942751c3dd418f0e7d1e9f55b54278d16c3b853e2a8af9771892aad1021e772b06805b5e487d89cc7a2ec86ae94d86dc936e12679eb9a87,common_voice_en_24993884.mp3
005ce52c025b621f7942751c3dd418f0e7d1e9f55b54278d16c3b853e2a8af9771892aad1021e772b06805b5e487d89cc7a2ec86ae94d86dc936e12679eb9a87,common_voice_en_24993893.mp3
005ce52c025b621f7942751c3dd418f0e7d1e9f55b54278d16c3b853e2a8af9771892aad1021e772b06805b5e487d89cc7a2ec86ae94d86dc936e12679eb9a87,common_voice_en_24993940.mp3
005ce52c025b621f7942751c3dd418f0e7d1e9f55b54278d16c3b853e2a8af9771892aad1021e772b06805b5e487d89cc7a2ec86ae94d86dc936e12679eb9a87,common_voice_en_24993960.mp3
005ce52c025b621f7942751c3dd418f0e7d1e9f55b54278d16c3b853e2a8af9771892aad1021e772b06805b5e487d89cc7a2ec86ae94d86dc936e12679eb9a87,common_voice_en_24994069.mp3
005ce52c025b621f7942751c3dd418f0e7d1e9f55b54278d16c3b853e2a8af9771892aad1021e772b06805b5e487d89cc7a2ec86ae94d86dc936e12679eb9a87,common_voice_en_24994079.mp3
005ce52c025b621f7942751c3dd418f0e7d1e9f55b54278d16c3b853e2a8af9771892aad1021e772b06805b5e487d89cc7a2ec86ae94d86dc936e12679eb9a87,common_voice_en_24994318.mp3
005ce52c025b621f7942751c3dd418f0e7d1e9f55b54278d16c3b853e2a8af9771892aad1021e772b06805b5e487d89cc7a2ec86ae94d86dc936e12679eb9a87,common_voice_en_24994332.mp3
005ce52c025b621f7942751c3dd418f0e7d1e9f55b54278d16c3b853e2a8af9771892aad1021e772b06805b5e487d89cc7a2ec86ae94d86dc936e12679eb9a87,common_voice_en_24994383.mp3
0061fc0c7be3c9aac7d84b1d4f0820893527bd43e09a3f7f9f739aa051e80780a3140a2dad890542f8a79346e295c993c3777699e89452c31798dc805001650c,common_voice_en_22386221.mp3
0061fc0c7be3c9aac7d84b1d4f0820893527bd43e09a3f7f9f739aa051e80780a3140a2dad890542f8a79346e295c993c3777699e89452c31798dc805001650c,common_voice_en_22386230.mp3
0061fc0c7be3c9aac7d84b1d4f0820893527bd43e09a3f7f9f739aa051e80780a3140a2dad890542f8a79346e295c993c3777699e89452c31798dc805001650c,common_voice_en_22386257.mp3
0061fc0c7be3c9aac7d84b1d4f0820893527bd43e09a3f7f9f739aa051e80780a3140a2dad890542f8a79346e295c993c3777699e89452c31798dc805001650c,common_voice_en_22528367.mp3
0061fc0c7be3c9aac7d84b1d4f0820893527bd43e09a3f7f9f739aa051e80780a3140a2dad890542f8a79346e295c993c3777699e89452c31798dc805001650c,common_voice_en_22528524.mp3
0061fc0c7be3c9aac7d84b1d4f0820893527bd43e09a3f7f9f739aa051e80780a3140a2dad890542f8a79346e295c993c3777699e89452c31798dc805001650c,common_voice_en_22528536.mp3
0061fc0c7be3c9aac7d84b1d4f0820893527bd43e09a3f7f9f739aa051e80780a3140a2dad890542f8a79346e295c993c3777699e89452c31798dc805001650c,common_voice_en_23646004.mp3
0061fc0c7be3c9aac7d84b1d4f0820893527bd43e09a3f7f9f739aa051e80780a3140a2dad890542f8a79346e295c993c3777699e89452c31798dc805001650c,common_voice_en_23646008.mp3
0061fc0c7be3c9aac7d84b1d4f0820893527bd43e09a3f7f9f739aa051e80780a3140a2dad890542f8a79346e295c993c3777699e89452c31798dc805001650c,common_voice_en_23646034.mp3
0061fc0c7be3c9aac7d84b1d4f0820893527bd43e09a3f7f9f739aa051e80780a3140a2dad890542f8a79346e295c993c3777699e89452c31798dc805001650c,common_voice_en_23646036.mp3
0061fc0c7be3c9aac7d84b1d4f0820893527bd43e09a3f7f9f739aa051e80780a3140a2dad890542f8a79346e295c993c3777699e89452c31798dc805001650c,common_voice_en_23646042.mp3
0061fc0c7be3c9aac7d84b1d4f0820893527bd43e09a3f7f9f739aa051e80780a3140a2dad890542f8a79346e295c993c3777699e89452c31798dc805001650c,common_voice_en_23646054.mp3
00629ef5283de6396fb220d873d360b001eee93946c70473d949026bc9473a79275502f92d1000fedafed7fd5770c8cec6e425b53d3602ea2b49cb5dc5ff4fb0,common_voice_en_24510919.mp3
00629ef5283de6396fb220d873d360b001eee93946c70473d949026bc9473a79275502f92d1000fedafed7fd5770c8cec6e425b53d3602ea2b49cb5dc5ff4fb0,common_voice_en_24511009.mp3
00629ef5283de6396fb220d873d360b001eee93946c70473d949026bc9473a79275502f92d1000fedafed7fd5770c8cec6e425b53d3602ea2b49cb5dc5ff4fb0,common_voice_en_24511018.mp3
00629ef5283de6396fb220d873d360b001eee93946c70473d949026bc9473a79275502f92d1000fedafed7fd5770c8cec6e425b53d3602ea2b49cb5dc5ff4fb0,common_voice_en_24511029.mp3
00629ef5283de6396fb220d873d360b001eee93946c70473d949026bc9473a79275502f92d1000fedafed7fd5770c8cec6e425b53d3602ea2b49cb5dc5ff4fb0,common_voice_en_24511038.mp3
00629ef5283de6396fb220d873d360b001eee93946c70473d949026bc9473a79275502f92d1000fedafed7fd5770c8cec6e425b53d3602ea2b49cb5dc5ff4fb0,common_voice_en_24535858.mp3
00629ef5283de6396fb220d873d360b001eee93946c70473d949026bc9473a79275502f92d1000fedafed7fd5770c8cec6e425b53d3602ea2b49cb5dc5ff4fb0,common_voice_en_24535938.mp3
00629ef5283de6396fb220d873d360b001eee93946c70473d949026bc9473a79275502f92d1000fedafed7fd5770c8cec6e425b53d3602ea2b49cb5dc5ff4fb0,common_voice_en_31865263.mp3
00629ef5283de6396fb220d873d360b001eee93946c70473d949026bc9473a79275502f92d1000fedafed7fd5770c8cec6e425b53d3602ea2b49cb5dc5ff4fb0,common_voice_en_31865393.mp3
00629ef5283de6396fb220d873d360b001eee93946c70473d949026bc9473a79275502f92d1000fedafed7fd5770c8cec6e425b53d3602ea2b49cb5dc5ff4fb0,common_voice_en_31865568.mp3
00629ef5283de6396fb220d873d360b001eee93946c70473d949026bc9473a79275502f92d1000fedafed7fd5770c8cec6e425b53d3602ea2b49cb5dc5ff4fb0,common_voice_en_35529759.mp3
00629ef5283de6396fb220d873d360b001eee93946c70473d949026bc9473a79275502f92d1000fedafed7fd5770c8cec6e425b53d3602ea2b49cb5dc5ff4fb0,common_voice_en_36331278.mp3
0071b964c1d89f7a99cc04445ee7162c008f96ba2d853f6f0a1718c22e4a32da7024ee14da6ffa434adbe96db198bd2f4dc9c951625375871914654b02f06730,common_voice_en_26355822.mp3
0071b964c1d89f7a99cc04445ee7162c008f96ba2d853f6f0a1718c22e4a32da7024ee14da6ffa434adbe96db198bd2f4dc9c951625375871914654b02f06730,common_voice_en_26355963.mp3
0071b964c1d89f7a99cc04445ee7162c008f96ba2d853f6f0a1718c22e4a32da7024ee14da6ffa434adbe96db198bd2f4dc9c951625375871914654b02f06730,common_voice_en_26355998.mp3
0071b964c1d89f7a99cc04445ee7162c008f96ba2d853f6f0a1718c22e4a32da7024ee14da6ffa434adbe96db198bd2f4dc9c951625375871914654b02f06730,common_voice_en_26356012.mp3
0071b964c1d89f7a99cc04445ee7162c008f96ba2d853f6f0a1718c22e4a32da7024ee14da6ffa434adbe96db198bd2f4dc9c951625375871914654b02f06730,common_voice_en_26356096.mp3
0071b964c1d89f7a99cc04445ee7162c008f96ba2d853f6f0a1718c22e4a32da7024ee14da6ffa434adbe96db198bd2f4dc9c951625375871914654b02f06730,common_voice_en_26356134.mp3
0071b964c1d89f7a99cc04445ee7162c008f96ba2d853f6f0a1718c22e4a32da7024ee14da6ffa434adbe96db198bd2f4dc9c951625375871914654b02f06730,common_voice_en_26356178.mp3
0071b964c1d89f7a99cc04445ee7162c008f96ba2d853f6f0a1718c22e4a32da7024ee14da6ffa434adbe96db198bd2f4dc9c951625375871914654b02f06730,common_voice_en_26356226.mp3
0071b964c1d89f7a99cc04445ee7162c008f96ba2d853f6f0a1718c22e4a32da7024ee14da6ffa434adbe96db198bd2f4dc9c951625375871914654b02f06730,common_voice_en_26356304.mp3
0071b964c1d89f7a99cc04445ee7162c008f96ba2d853f6f0a1718c22e4a32da7024ee14da6ffa434adbe96db198bd2f4dc9c951625375871914654b02f06730,common_voice_en_26356343.mp3
0071b964c1d89f7a99cc04445ee7162c008f96ba2d853f6f0a1718c22e4a32da7024ee14da6ffa434adbe96db198bd2f4dc9c951625375871914654b02f06730,common_voice_en_26356345.mp3
0071b964c1d89f7a99cc04445ee7162c008f96ba2d853f6f0a1718c22e4a32da7024ee14da6ffa434adbe96db198bd2f4dc9c951625375871914654b02f06730,common_voice_en_26379453.mp3
008f1e5e50d2af1343f74a4f7a841bb49fe5083abd8cb36ed80f1da59223569b2b7b2945f3b885eb6a2d91d0704af7b2e891f0a6f8ffd6bec00832870bf6ca97,common_voice_en_17280656.mp3
008f1e5e50d2af1343f74a4f7a841bb49fe5083abd8cb36ed80f1da59223569b2b7b2945f3b885eb6a2d91d0704af7b2e891f0a6f8ffd6bec00832870bf6ca97,common_voice_en_17280713.mp3
008f1e5e50d2af1343f74a4f7a841bb49fe5083abd8cb36ed80f1da59223569b2b7b2945f3b885eb6a2d91d0704af7b2e891f0a6f8ffd6bec00832870bf6ca97,common_voice_en_17280721.mp3
008f1e5e50d2af1343f74a4f7a841bb49fe5083abd8cb36ed80f1da59223569b2b7b2945f3b885eb6a2d91d0704af7b2e891f0a6f8ffd6bec00832870bf6ca97,common_voice_en_17283398.mp3
008f1e5e50d2af1343f74a4f7a841bb49fe5083abd8cb36ed80f1da59223569b2b7b2945f3b885eb6a2d91d0704af7b2e891f0a6f8ffd6bec00832870bf6ca97,common_voice_en_17287115.mp3
008f1e5e50d2af1343f74a4f7a841bb49fe5083abd8cb36ed80f1da59223569b2b7b2945f3b885eb6a2d91d0704af7b2e891f0a6f8ffd6bec00832870bf6ca97,common_voice_en_17287140.mp3
008f1e5e50d2af1343f74a4f7a841bb49fe5083abd8cb36ed80f1da59223569b2b7b2945f3b885eb6a2d91d0704af7b2e891f0a6f8ffd6bec00832870bf6ca97,common_voice_en_17297695.mp3
008f1e5e50d2af1343f74a4f7a841bb49fe5083abd8cb36ed80f1da59223569b2b7b2945f3b885eb6a2d91d0704af7b2e891f0a6f8ffd6bec00832870bf6ca97,common_voice_en_17321418.mp3
008f1e5e50d2af1343f74a4f7a841bb49fe5083abd8cb36ed80f1da59223569b2b7b2945f3b885eb6a2d91d0704af7b2e891f0a6f8ffd6bec00832870bf6ca97,common_voice_en_17321873.mp3
008f1e5e50d2af1343f74a4f7a841bb49fe5083abd8cb36ed80f1da59223569b2b7b2945f3b885eb6a2d91d0704af7b2e891f0a6f8ffd6bec00832870bf6ca97,common_voice_en_17377925.mp3
008f1e5e50d2af1343f74a4f7a841bb49fe5083abd8cb36ed80f1da59223569b2b7b2945f3b885eb6a2d91d0704af7b2e891f0a6f8ffd6bec00832870bf6ca97,common_voice_en_17377994.mp3
008f1e5e50d2af1343f74a4f7a841bb49fe5083abd8cb36ed80f1da59223569b2b7b2945f3b885eb6a2d91d0704af7b2e891f0a6f8ffd6bec00832870bf6ca97,common_voice_en_17378008.mp3
00a53049a1ac577bc07d77e46e34a793fc5b783244206483987c696657a27de46a17a7106cd967d67e423fb08e4da7ac47567dffb7c545821a363ae4a10fb0d5,common_voice_en_20325406.mp3
00a53049a1ac577bc07d77e46e34a793fc5b783244206483987c696657a27de46a17a7106cd967d67e423fb08e4da7ac47567dffb7c545821a363ae4a10fb0d5,common_voice_en_20325453.mp3
00a53049a1ac577bc07d77e46e34a793fc5b783244206483987c696657a27de46a17a7106cd967d67e423fb08e4da7ac47567dffb7c545821a363ae4a10fb0d5,common_voice_en_20325497.mp3
00a53049a1ac577bc07d77e46e34a793fc5b783244206483987c696657a27de46a17a7106cd967d67e423fb08e4da7ac47567dffb7c545821a363ae4a10fb0d5,common_voice_en_20325500.mp3
00a53049a1ac577bc07d77e46e34a793fc5b783244206483987c696657a27de46a17a7106cd967d67e423fb08e4da7ac47567dffb7c545821a363ae4a10fb0d5,common_voice_en_20325694.mp3
00a53049a1ac577bc07d77e46e34a793fc5b783244206483987c696657a27de46a17a7106cd967d67e423fb08e4da7ac47567dffb7c545821a363ae4a10fb0d5,common_voice_en_20325736.mp3
00a53049a1ac577bc07d77e46e34a793fc5b783244206483987c696657a27de46a17a7106cd967d67e423fb08e4da7ac47567dffb7c545821a363ae4a10fb0d5,common_voice_en_20325763.mp3
00a53049a1ac577bc07d77e46e34a793fc5b783244206483987c696657a27de46a17a7106cd967d67e423fb08e4da7ac47567dffb7c545821a363ae4a10fb0d5,common_voice_en_20325765.mp3
00a53049a1ac577bc07d77e46e34a793fc5b783244206483987c696657a27de46a17a7106cd967d67e423fb08e4da7ac47567dffb7c545821a363ae4a10fb0d5,common_voice_en_20325772.mp3
00a53049a1ac577bc07d77e46e34a793fc5b783244206483987c696657a27de46a17a7106cd967d67e423fb08e4da7ac47567dffb7c545821a363ae4a10fb0d5,common_voice_en_20325944.mp3
00a53049a1ac577bc07d77e46e34a793fc5b783244206483987c696657a27de46a17a7106cd967d67e423fb08e4da7ac47567dffb7c545821a363ae4a10fb0d5,common_voice_en_20326136.mp3
00a53049a1ac577bc07d77e46e34a793fc5b783244206483987c696657a27de46a17a7106cd967d67e423fb08e4da7ac47567dffb7c545821a363ae4a10fb0d5,common_voice_en_20342994.mp3
00c32b9cc65b255055eab5edc82fff01304d6bc592750e66f67f22e232e3b4abe1fb2d0679f3cbe2ca512f2dd57e608c3596d3a758d8032e7c2bf06deb5af6a9,common_voice_en_22175739.mp3
00c32b9cc65b255055eab5edc82fff01304d6bc592750e66f67f22e232e3b4abe1fb2d0679f3cbe2ca512f2dd57e608c3596d3a758d8032e7c2bf06deb5af6a9,common_voice_en_22176470.mp3
00c32b9cc65b255055eab5edc82fff01304d6bc592750e66f67f22e232e3b4abe1fb2d0679f3cbe2ca512f2dd57e608c3596d3a758d8032e7c2bf06deb5af6a9,common_voice_en_22176634.mp3
00c32b9cc65b255055eab5edc82fff01304d6bc592750e66f67f22e232e3b4abe1fb2d0679f3cbe2ca512f2dd57e608c3596d3a758d8032e7c2bf06deb5af6a9,common_voice_en_22176667.mp3
00c32b9cc65b255055eab5edc82fff01304d6bc592750e66f67f22e232e3b4abe1fb2d0679f3cbe2ca512f2dd57e608c3596d3a758d8032e7c2bf06deb5af6a9,common_voice_en_22176707.mp3
00c32b9cc65b255055eab5edc82fff01304d6bc592750e66f67f22e232e3b4abe1fb2d0679f3cbe2ca512f2dd57e608c3596d3a758d8032e7c2bf06deb5af6a9,common_voice_en_22176727.mp3
00c32b9cc65b255055eab5edc82fff01304d6bc592750e66f67f22e232e3b4abe1fb2d0679f3cbe2ca512f2dd57e608c3596d3a758d8032e7c2bf06deb5af6a9,common_voice_en_22176827.mp3
00c32b9cc65b255055eab5edc82fff01304d6bc592750e66f67f22e232e3b4abe1fb2d0679f3cbe2ca512f2dd57e608c3596d3a758d8032e7c2bf06deb5af6a9,common_voice_en_22176946.mp3
00c32b9cc65b255055eab5edc82fff01304d6bc592750e66f67f22e232e3b4abe1fb2d0679f3cbe2ca512f2dd57e608c3596d3a758d8032e7c2bf06deb5af6a9,common_voice_en_22177186.mp3
00c32b9cc65b255055eab5edc82fff01304d6bc592750e66f67f22e232e3b4abe1fb2d0679f3cbe2ca512f2dd57e608c3596d3a758d8032e7c2bf06deb5af6a9,common_voice_en_22178446.mp3
00c32b9cc65b255055eab5edc82fff01304d6bc592750e66f67f22e232e3b4abe1fb2d0679f3cbe2ca512f2dd57e608c3596d3a758d8032e7c2bf06deb5af6a9,common_voice_en_22178603.mp3
00c32b9cc65b255055eab5edc82fff01304d6bc592750e66f67f22e232e3b4abe1fb2d0679f3cbe2ca512f2dd57e608c3596d3a758d8032e7c2bf06deb5af6a9,common_voice_en_22178755.mp3
00dd747cffb223ea3095abc625f16e689d74e3c4c4871fc9081ab53fc1cff07032f299376a0f1fb452717f42691c51469a4fad2d75075fab3f7220b19a5fe8fa,common_voice_en_35067084.mp3
00dd747cffb223ea3095abc625f16e689d74e3c4c4871fc9081ab53fc1cff07032f299376a0f1fb452717f42691c51469a4fad2d75075fab3f7220b19a5fe8fa,common_voice_en_35067111.mp3
00dd747cffb223ea3095abc625f16e689d74e3c4c4871fc9081ab53fc1cff07032f299376a0f1fb452717f42691c51469a4fad2d75075fab3f7220b19a5fe8fa,common_voice_en_35067113.mp3
00dd747cffb223ea3095abc625f16e689d74e3c4c4871fc9081ab53fc1cff07032f299376a0f1fb452717f42691c51469a4fad2d75075fab3f7220b19a5fe8fa,common_voice_en_35067189.mp3
00dd747cffb223ea3095abc625f16e689d74e3c4c4871fc9081ab53fc1cff07032f299376a0f1fb452717f42691c51469a4fad2d75075fab3f7220b19a5fe8fa,common_voice_en_35067210.mp3
00dd747cffb223ea3095abc625f16e689d74e3c4c4871fc9081ab53fc1cff07032f299376a0f1fb452717f42691c51469a4fad2d75075fab3f7220b19a5fe8fa,common_voice_en_35067230.mp3
00dd747cffb223ea3095abc625f16e689d74e3c4c4871fc9081ab53fc1cff07032f299376a0f1fb452717f42691c51469a4fad2d75075fab3f7220b19a5fe8fa,common_voice_en_35067233.mp3
00dd747cffb223ea3095abc625f16e689d74e3c4c4871fc9081ab53fc1cff07032f299376a0f1fb452717f42691c51469a4fad2d75075fab3f7220b19a5fe8fa,common_voice_en_35067254.mp3
00dd747cffb223ea3095abc625f16e689d74e3c4c4871fc9081ab53fc1cff07032f299376a0f1fb452717f42691c51469a4fad2d75075fab3f7220b19a5fe8fa,common_voice_en_35067294.mp3
00dd747cffb223ea3095abc625f16e689d74e3c4c4871fc9081ab53fc1cff07032f299376a0f1fb452717f42691c51469a4fad2d75075fab3f7220b19a5fe8fa,common_voice_en_35067575.mp3
00dd747cffb223ea3095abc625f16e689d74e3c4c4871fc9081ab53fc1cff07032f299376a0f1fb452717f42691c51469a4fad2d75075fab3f7220b19a5fe8fa,common_voice_en_35067662.mp3
00dd747cffb223ea3095abc625f16e689d74e3c4c4871fc9081ab53fc1cff07032f299376a0f1fb452717f42691c51469a4fad2d75075fab3f7220b19a5fe8fa,common_voice_en_35068074.mp3
01002b878b3655e6e518c5a93129af8f77daff202b4c61136932bdd2db191dfeb7ed78ddf8f485ff6e360db5f68c50431a31d9df10b7b8a2ef38d6a929aa51ff,common_voice_en_189830.mp3
01002b878b3655e6e518c5a93129af8f77daff202b4c61136932bdd2db191dfeb7ed78ddf8f485ff6e360db5f68c50431a31d9df10b7b8a2ef38d6a929aa51ff,common_voice_en_189855.mp3
01002b878b3655e6e518c5a93129af8f77daff202b4c61136932bdd2db191dfeb7ed78ddf8f485ff6e360db5f68c50431a31d9df10b7b8a2ef38d6a929aa51ff,common_voice_en_189873.mp3
01002b878b3655e6e518c5a93129af8f77daff202b4c61136932bdd2db191dfeb7ed78ddf8f485ff6e360db5f68c50431a31d9df10b7b8a2ef38d6a929aa51ff,common_voice_en_189874.mp3
01002b878b3655e6e518c5a93129af8f77daff202b4c61136932bdd2db191dfeb7ed78ddf8f485ff6e360db5f68c50431a31d9df10b7b8a2ef38d6a929aa51ff,common_voice_en_189878.mp3
01002b878b3655e6e518c5a93129af8f77daff202b4c61136932bdd2db191dfeb7ed78ddf8f485ff6e360db5f68c50431a31d9df10b7b8a2ef38d6a929aa51ff,common_voice_en_189879.mp3
01002b878b3655e6e518c5a93129af8f77daff202b4c61136932bdd2db191dfeb7ed78ddf8f485ff6e360db5f68c50431a31d9df10b7b8a2ef38d6a929aa51ff,common_voice_en_189888.mp3
01002b878b3655e6e518c5a93129af8f77daff202b4c61136932bdd2db191dfeb7ed78ddf8f485ff6e360db5f68c50431a31d9df10b7b8a2ef38d6a929aa51ff,common_voice_en_189900.mp3
01002b878b3655e6e518c5a93129af8f77daff202b4c61136932bdd2db191dfeb7ed78ddf8f485ff6e360db5f68c50431a31d9df10b7b8a2ef38d6a929aa51ff,common_voice_en_189901.mp3
01002b878b3655e6e518c5a93129af8f77daff202b4c61136932bdd2db191dfeb7ed78ddf8f485ff6e360db5f68c50431a31d9df10b7b8a2ef38d6a929aa51ff,common_voice_en_189902.mp3
