speaker_id,sex,accent,age,n_total,n_kept
02408ad5993818a08af0cfaa9718b0b4846fbe7139dd9561f6cd10f3efd7ca656b07ebf065cbbb89b5d6277bef4d8b9ebd94520b875125833b7f1b90a1fba403,female_feminine,"India and South Asia (India, Pakistan, Sri Lanka)",thirties,32,12
0250f1af60335491b77dbc168ec40e80cf4edada3f9a8f8dafd5a4744ec32a89f93319c4c1ee4dd1b0a561fb0d30a551cba73c9beaa48c30c924d42aa2ba65ad,female_feminine,United States English,thirties,15,12
025f07759891360d312521dd83679fa6a233b9d7aa9d4a3e522b56a561ea1d7340b3ad5063f8855cea461e9c9fdb354079a899fde221db21d5a48dd929141a70,male_masculine,,teens,31,12
02718e6068e2d4292ebb32deaefc1cb424d3bf323c8fbd29225d1265b58089ef26ad1e5295382ecd05c48a150ff399f46d10059e2491b98ceb5b08c498afb1eb,male_masculine,England English,fifties,51,12
028ab76c21b95feb9d1c45d6e15601663af90da27fae2173cc795b0509b393432e7b22dec98cb7986134e44b046930c53a6b0906e44a12694c6874af3c7e16b1,,,,21,12
02dce8fb4569893456d8c1907ece38750c62bb8a071ec40d16753c4974a3ec28678f2bd94b265ae1d7519307baef29d28c49cbf3a67b0b847975423db328d775,male_masculine,Irish English,twenties,20,12
03135e133bcd9fc47ac87c874901888b955935df9399ef5a5c7f8cea465b9352b5da650239341e3a0b918192a1d1a02c10692db165140673a983df82ffe2dcc3,female_feminine,United States English,twenties,13,12
035712f4b0401f5937ef929926ff1923488939dea9b97583c7813eaaf983b31e29636509d3f8d803eb930a34b8e97bb4bfb656b12c267677ab8aac46356003d1,male_masculine,United States English,twenties,12,12
0358eb09c4a5f7a2987b13f001b1458d7138e676fe0f27c9195d9b8133959bf523f8e6e23d3fe7695f54a570d3e16e74eebe1b08c7b9182ee4ad31f7842f987b,,United States English,,12,12
03775a0322e9b6d1ddc55335f85ede7db02e435df5aee7df0cdfb1804192012c46136c771af9e1abb8d8a755981a7214fb370bb8a101da6808e9ba368de67d67,male_masculine,Canadian English,thirties,12,12
03b6da7805fe79b00ab40f19a3ba21a6dda781ab919a9b3a6779b06c9a4b071f34d1a17517c974b66f8390790fc50c451edb47e1628a556ccb2540153405f27f,male_masculine,"Southern African (South Africa, Zimbabwe, Namibia)",thirties,35,12
03b8322763fc39ed1f83eb4b16545d481cb8c108d2820c57890a6fdf342bed7aed78324baf9dabdca7ccb2ed99c3f36a1f3ff0c152ebab8be9a581ec94ab9d37,,,,21,12
03de560328d44ed017ad5df9acda93dff48ac6a415326694f235220dd5248dd2e49e0723a282b65a750ae5adfd04727091ce4250e16c8a71f87928c1bb248b62,,,,16,12
03e023dd2128d8a06a3436616146711e1bfd2872d138cfdb89dddc8e1f347b7dc3deb5c453c9903d0e185a3942fb24b93b9c4d849fee963de17f9e66fe0fa63b,male_masculine,New Zealand English,twenties,19,12
03ed98d44db4fb01939c421a0217d2b579c46740be8eb3c869b715b383b1194fbcec12edc6a838edbf536af068ea2d9b18f04e2aed881e478f8b7dbcb75d0fb5,female_feminine,United States English,twenties,16,12
040651c727b2892278b2484156d8c0d1d730c9775725f184e959599f5615b087efd83f68ebd8f8c2550ff368874d1ac06dd885a000ff903ebf1b55fa49503b4e,,,,118,12
04d7362d4e660b902e98f89d25301c4d5c6816a64dbc8d78f75a20e75658694ea8fe26426dfe5c0c91023fd83d18b3309026f84428fa48456a132cbfe5207ce1,,,,15,12
04dd281152d85d3f87ab1e43b14be64927b7a2d9d801fac88297a9d2adfb5b1f938ab994e9d91e3d42b6ea5af97f537215003794150127c8c56972ef7af48015,male_masculine,"India and South Asia (India, Pakistan, Sri Lanka)",thirties,13,12
050b7c721443d809e30fded1216d66a37326bcd2eec6f21d98806665fcef15452d9561f9dd3c4a70c7487009ae87e1f4266bfaa0f9e49c3b823929e8f078b5bc,female_feminine,United States English,,93,12
0556918792c0a32f83c9d55abc07c607aa28d5e811ac231b6d57c67aab4dc15f6352290903cc79962a3b210b6538b5c13231ab4e94722205da80e4ed57558be0,male_masculine,New Zealand English,fifties,55,12
056861a8563bcd33d2faafb79fa5fd3d4f0daccb7bd2cd9eaa056241f316255c80b54c77844b3770b0d9f86beb31fcdf4fdaeb14550a90174a67542d4d9a47f0,male_masculine,England English,twenties,36,12
0587888be58e30ae24a658f48d87526d1aff7e629db62aa3a0782b5702a87018b2863063c24a3fb291dc0598fea06507d0b6c3ea9ec0c6b0ac30d19e24e00c08,male_masculine,,twenties,24,12
05bfb787a2fe71560f433afa69df0e5af51b561e188c113ff22b11697722e96fd4f63dbcf2cb37e1decbcb27805d2cd4c064e9071ae06be20d3c3f087292c456,male_masculine,United States English,teens,19,12
05d33ad00cc2754da8e542a33a5255f9346535ef1d8619094bbc8c90c53bfad43e930bcb2fa598f614c6c90e173590a673905fb59a1ef581576cd5ccaed57241,male_masculine,Australian English,twenties,12,12
05de509eb6cc61c14c1666dd3ed14f3cea0eb9d6ca6ded3f3fd74bc1dcc8e89c94e75d4549c921aace6b14428188564f271e73e121ec227ef4d4f6f4f0ab9ccb,female_feminine,United States English,twenties,19,12
05f0c617d0bb26cf3045f87575df947c51418705608786061136b4e97b06b80c4ed5d164225e74e48fb3c7f007334f7c2242ebd0b418c788ff6fb2c187f4d402,male_masculine,England English,fourties,24,12
061793793520a99393626b497a19138d1ed11478fcad2c19c41613b41ebc72d430f01188c118b2e564cb3762102c090905ddc7f48cc25152027b36c22edacb79,male_masculine,England English,sixties,17,12
064a2016c00e4edd9c4434e457a6beb17410df70500dd1d11c52fccd6ac7c5a7443504e27dc2dcc5e92ccc939c3bf8ea12de379c90c3f8ac250296e84f5d2fb9,,,,82,12
06eb40ac579f42807bcff6b5422646c4851d2425c4e2023feef5543bd6ea1c89089a78a04c49a14dd56a9905f2a7674e34affb7b662153c58a068794a14b9262,male_masculine,United States English,thirties,13,12
0716c31f93060f09df88184c88e347d6e191286ef6d3b691615e58c69df8626bc1b5c0d9e1bf5968bb9461175d103b46e291998b71621b3ee198f5d32c8b82d5,male_masculine,England English,fourties,37,12
074e332de8120cf5ac05f53ebbdb578f0a666b219e63a30f07e8a6e3c85103b7ebbca2b34e55eb46bbb86c4942d0465a2fd58def2828ee6052a6fd66f049759c,male_masculine,United States English,thirties,12,12
07a8bee9901f02819a8ca99d959192cf663c62d502cdb216e55b67de751de5ddade1d8dd0bbafda22d52893c2788d5606543cb3811c42ba245fc14230a1210b1,male_masculine,,twenties,15,12
07b62f999e270494c8a9185a0effa00eee1302c6bc0ba32d2c05b114cdc39b84df62494abdac8b9fb4402c9d74d631dc32d704588b57eac05e1d26b02aff88cf,,,,17,12
07c1875290be3dbf3267d27e41faf38c508212e48aaac7e8538771c1667ca774b707a877e599539892efb47588530dddcb7896281bf83314b1d2ed4201be88a0,male_masculine,United States English,twenties,19,12
080ee8944a329855a20235ab8f5b0e94d02a23be5665334867841d8e452d9d9ca521c237392fe3358855cc708506135bc59c8a121194a68980e0f7d58110f8b3,,,,16,12
0836f0e74bc679636d4af10bddb747580e93145ef1b540a10021633965e5ed659ace0a7aa85de967a03a3fb1e4ec8e43a3441c7504bf7589e6f106c8b2c0a091,male_masculine,Australian English,twenties,53,12
085da0d2d420d3b0b54e6217dfee4ab92d8c8d412a2a3c26022043c30e8d003ff898852fdb84650f252e0584105840736e58fd5e82ba27b9161397c409a706a5,male_masculine,Canadian English,thirties,21,12
091b9c61a534e512d2a79ff45e6c5a0bd69aaf29f94e3a291020b76f915a91a19a360baf9f0adef09ff5526250fe490bf874b00b4d1c0176582ef78469d5e422,male_masculine,"India and South Asia (India, Pakistan, Sri Lanka)",twenties,36,12
0933d3fdcc6d51036d7f36a5bacad3bfb08209417bd2a3658ca64933fdf8ae03e7a6fe44ecff309b1d563119b3642cb51f80424e6ed971d0f769ec01afff1766,,England English,twenties,60,12
0a0d9e1eed150137ffdf7fd5c8a3e521411f9ce71bca7d6ce70ec0cbd3250a53ad416cc815bd06e28775efb0b76d9a91ca95c4f98239b3db95746332b63b2356,male_masculine,"India and South Asia (India, Pakistan, Sri Lanka)",twenties,17,12
0a1e1b26c7394a760d9e400443c40a11bd76e55f87a21f99ff4db2a70224d64b21bd452514f2a181310dc78183209afc68d95f6808575503aa6fbc2d26974770,,,,18,12
0a3a6df306ec3875c3a848f4da68d7fd317c7e2317e3b8ea91c9b2f8c36f4468b5449cb4bba6f5573edbfa681bf87ab7dd7c4e55ba355684abad24829e69964e,male_masculine,United States English,twenties,30,12
0a418a5678721353da80d2ca2abb89df1cf6da912135762ff0b046ee50725ade5564d71329e2bac85ce57069b17818d51b24b7db84f0440758860882d5af9c48,male_masculine,United States English,fifties,27,12
0b06298e6ca36b01573a44569c8fdcb8a862d12683eeb38eaf2fc7c4abd97b440381b04b6376e8cd9adf80398bf7992c40114ef5081342fc4fbc98ac1c92b3e3,male_masculine,Irish English,twenties,16,12
0b07cde492b4bd27e061945f2ba1d972f9b8c279b28183b68e2302248ee804a90685839209b803a32d8ba453b724d6a83fec9b7f942dcb4569639dd0d6cfd9a0,male_masculine,,thirties,12,12
0b24973dcf84cfd68f256e99a122f5077dc5ecc4332df667f7e03b7b492a86b1a3827b9ea12433971a9ecaff32cc03d9ecabc96d0cb8cff9d81559e64243f3f1,female_feminine,United States English,teens,14,12
0b314d9ca80d269e1b54c59e707016c3a448cba874b7da2401a274fe9c28fd96525835ee0c706fef2fa898d77399ee70b82d4d9bbf67e52f05ea6dfcd25bff94,male_masculine,United States English,fourties,101,12
0b3d55acf115fdf88131d7324fa9a7e1a26542405b0671d5ec0d9ed34b40fa0158576fd51ee9cc937a41b1c529f49cfb23fec693ae1382f21ec8fed796a9dece,female_feminine,"India and South Asia (India, Pakistan, Sri Lanka)",twenties,165,12
0b594502c0ada6568c56d61aab8fc4db96e1cff66965499efda4458619687434ff2b8934d26cdee2419cd105842dd227ccba8da1c3884c8f43210499771e998a,male_masculine,Scottish English,thirties,20,12
0b8f6a72403797d45823eb9bd80b6b0a2115b0464d1b89f4db17a4ea86f270098f275fb3e04a0096d8225276ea9936545336f6bdba742d9d466cc38389ffcefd,,,,34,12
0b93e3ca92f789efee5ddf320b062016fb8ec40f4f62eb3244dc578a75b2a5bd5792f600ceeb51de2f8ba2fb97d10e6fc2e04721e11b8a5a304ca6982dfeb599,female_feminine,,thirties,14,12
0ba55de9505983059d2583ff9b74e847e4c083864c2efd4f1eae425312ca2596e38d23468e1d285016bc7450205578f28c0ccf4c2ea6bf52309717feb21127d4,male_masculine,United States English,twenties,12,12
0bb55f0a27f5dbb4970611124b160cf7ee97b13adb4508a6b4780ad78818c70c537ae8db08e06bce6d723d1887549f1ccfea505c1baf53518f932ebdd38eb900,male_masculine,England English,fourties,32,12
0be824902e31d600cc80f6fd2bcb5f5c7d9e91c553d6a0b9b3de5d0d14c9a5431ec8e0b847019f14eef1aa9533fe7cf9d26e1d302d5bf28e16887a27a2d8d7d6,,,,13,12
0bf5ad7d3cfe4f46b6fa6bdd0a60f3d849672dbdbbf77d4978f9d835e8463a48d86557e5c9cc44a923862df89849c4b97cdd0dabbe0716ece06d91e698871680,female_feminine,Canadian English,twenties,30,12
0c003e301f78d458f90900d6edb94a0d518a4c4cb5f58d7d18e619037a643b512b2155a7c95a6c08fd532019c5af0eb2d5bf75daef6c515a1d938dca124432cc,male_masculine,,thirties,64,12
0c62e7bc794b538067d7d92ae657444639c585478b82240cfea92b48ceb7c93c8af87060b95cb4cc55ba098baf112d5bddc9573d656db1badc93f99e1bf60dc4,male_masculine,United States English,twenties,38,12
0d071699a4ef1a3005c14702b6c72ec80b55032a96bd2aab4b5a321307c9929352bdbbc21de6c2fb605d72a6921550e2edefab042ad6467c35cf7e815204d38e,male_masculine,"India and South Asia (India, Pakistan, Sri Lanka)",twenties,33,12
0d5998ff479c8708b8963e4387fb189fd4cc252b9616a238fc3106da0a46d16d4a3e595289592fae47570fb66252fb0a6e69f345b77f22c50857c8d953347991,,United States English,twenties,19,12
0d5ce9fc7acb1a3bbdbd2eaaac9bed26e3208296263826327ef4094eb383db9153f836bfe4e9ce5bd4ef5cfc9c8af7c7ca32b3366fd55ef1010b8ee8f11ce302,male_masculine,United States English,teens,15,12
0d8f27e9366ff915a1554b7c02f2ac4e1574f4d2c16dbfaead208deff7779fad3ce51ac9d1612ef8408909590ae35db0362c85f70c221e5066707b8ed5dbbb10,,,,39,12
0daf46594f811bb3b85a420161db99d06563fda2a2db98dac35dca0fbb481273051a200a077a17bc4df44f6fdaddea50ed419ac8377cf772601357da412b0bd8,female_feminine,United States English,fifties,12,12
0db465d830e651a7dd31715496cf55a0aea7bdeab6afc3ab8afaf727e6721ffd0d21c9d5ebda786a324fe78fb70cb05a0a3713bf4b4a480b457ca724b36b07c6,male_masculine,Australian English,fourties,18,12
0e158b24aeef0c21c6864108c70ea9fae815e865916fd6fa7a4dca42ad7694d46c3aa47d22d1946623e718ab6f5cdc030f244b0362e5553f81c8f22c25082b22,male_masculine,"India and South Asia (India, Pakistan, Sri Lanka)",thirties,100,12
0e53ce7f00983f4f8d2e5b1c2d80add2bed39b09751d6d15f490456bdaa9b7310f6a86136331d5ebb804c00f4aa509a7235d37d21f34c2d1e79bdc85f261f873,male_masculine,United States English,thirties,24,12
0e5663cd280e946751fd167d00b1111965de49b2c93734c336e6ba12aa818a8a4eefc1cca362b4a9802172f549575b8907688284feab9bde4cbeabcffbd6598d,male_masculine,,fourties,40,12
0e6ec9bfb7f8c22563f28d52608c891dfd8db2d34b6a44c389bf97bd50185f89edb76c21cd9bb15ff64735f1b5afe34c94a1a693aa188fb04632e0d9500e82c3,male_masculine,United States English,thirties,13,12
0ea9252477debb73b13ca414dd3dabd2f7da821c8c5491473dad304837875cf9c2ab3788a8ef54b538de28c7aec89493b727b8e18622f220ec61208ff4e8888b,female_feminine,,teens,13,12
0ec9a1cfbc88c025003cf9203e1924fc821b5a7c6a6fa6b0f8887d3588732faa654c872763a31860b01d7dcbfa6534a5c8414e0f348a07b337e0cd6576eb0d3c,female_feminine,United States English,thirties,22,12
0eca8b7df607c816e2d9c8d2f31af04333d02214b0f5ff3f09d33739ccfcfd5cbab27556be3c01c8283fbfabfb20e3a7cbf3c68b2c486b91080bcc26e49456cb,male_masculine,United States English,fourties,13,12
0eebf7d01b8206da364c99ef90653c9b680658ab74002adcf257a19f1b826c808ff63190b0f8599a7cf481f737e62d9abd10100a5b0252caf324e66e407d55ce,female_feminine,,fourties,46,12
0f13e656cd810df45ee0f860fe46411f9120c44d3fb10b621cbfae6e7a2d4ce949d0337b90b94a0ab61fddbdc44824b86815a81e118765affb1111106dca6460,,,,45,12
0f5525dfa033975d9a0427e06fa795ba34744aa1ab10d4f44be264d22f4b6ec3faea2b5a0c460c9df14b1e6b4e19844176d382385525b3a4bef254bb00b6fb9b,male_masculine,United States English,twenties,18,12
0f825549909f40c7775842104bc602adc91a08e9598e580af78f65f39e679000c479cd2a384d9e5597ac5c2989b9c7af077b392b72241879b0d1a992662ceb50,,"Southern African (South Africa, Zimbabwe, Namibia)",,15,12
0f997bb52e250c33544069a78281d9572dbb093ad65631e8ce7704904d92699ee75deade6ea95f4bc6bc6a1d725010f6718e5e864a34c8ed866e9a08c2cb9d57,male_masculine,,twenties,15,12
10130c82827316b51154d99705ec75a9a1fd70cee3739c2fcaa472edd643cc2b6a8755ed8eed0aea366ef5ebf13e2d45ee8e1e7e2c3fbbc7bdd70e8bb6e0cc64,male_masculine,United States English,teens,15,12
1017b4ce000c9ff3a64f86ec0aba1738f0d787dadff221247f97586cc72feb14b8f00492600a704b8677657a576d022de9695a38a6b89cfa2aca027a01c13fe6,,,,24,12
1021e146675cfa012da5d577b0c590b05b1843f6cf0755fca2d7197743507f6d4234740af632151c4f47ee3b64d47a697efeefbddae60b7a63730a3567c8e17d,female_feminine,,twenties,17,12
103963bdb6799b4f8da7e32dd73f33d866d4d8588c5b4cadbf22d2e6c8e4617d76818ec5248022b7f4b87bcf523e7d623cfb93259f8eaf9ba4823f2b40878441,male_masculine,Australian English,twenties,12,12
103b0eb5778efbfc4389abe411a125df90437d150bc0f39b398dbb8b5f0b309ffe7e4a2a6e29a3694fe1a4de11cb784ce2db274e754e0f7f541c35704187d3ec,male_masculine,United States English,twenties,31,12
104ccf68135e45b8b0e70ff5fc1febb38329a70b737f3947cd5abb7fd308b0a851cc6ee672134f8b8f07d30a9319a01eb8589b478d474cf8e9762edcde151199,male_masculine,,thirties,19,12
1061f5acd424342c6a3e78af53b53be5723d3edd36593221d95d2a4e12268b629e79497413fae90a6a8fdface6212b4e7e3e24acdd5567dac2ec12e4e7265d60,male_masculine,Canadian English,sixties,13,12
10760421cfc9aed1cebdedb0b45d5d417f2cde230cea04e1d259c392250191c3aa8b01d7a5c44c2e9290a4eb3da917a579c661892574fd0343d77ca4a728ca35,male_masculine,"India and South Asia (India, Pakistan, Sri Lanka)",twenties,19,12
112992b46eac787690d2b7c759bd160f89800d438f3a21751d27516dbf55c5148d2170ed9bf35b61ccb6fdc190da18a98584f9c7141531a74972a8f8a0fd5941,,United States English,,41,12
1144baca61daccd11801ab6a33aff52b9fe2eadda4b12091848c90c4172e6a83959aadcaa51fb74daf632100d84b1abe5e3ed8c1d4e23d37db2652a2be91db9e,female_feminine,United States English,twenties,33,12
118248cb1c59797930979074f55994bc21527f385cf2638e43b0d557c99e535a6b606985f9dae3cf167b9dae18e4da4ccc49e19729547b3641c00032ed537de1,male_masculine,,twenties,12,12
11a135280196f9fc623e4482193e8e2d65d12e19cad7b9365f24f56d8cbf6832877af0667f78d158032f0143cf6f5b7721aa5104f698549fdea43c0c4fb19dab,,,,28,12
11d55937d8c1157520506db779f4c41b84b4e1e067d4e87a0e1b26e7c7ff1f75b5ac5b0be3c377161c11238f3ef4e1c426be56805c26c6adc071b54847c32ecf,male_masculine,Canadian English,twenties,18,12
11dfd3ad9266ae7fc6f30c471b78d95eb7dc7d2bfc02f2e536a48dc314714cf2dee3707ebb0747982a62ced8a1ecf21a5ffb0eaded1d00be299f9f3f337a217e,male_masculine,England English,twenties,35,12
11e90a70a709eba2ddf1b02f53f5f18e45860b9cbee8c22024e2290b6f98284b2cccaeb712b9256515531054c3b4a29535dd3bf0a015053c05d5f309b11859e2,male_masculine,United States English,fourties,13,12
11ec372417df77b07bb129cc7572637abe768dd9ba9a6cf66c66b5081a6016aa00fb0a31287220448ed090f18b89fb45ff7e35247c32e492909a9d08f7645c84,female_feminine,United States English,thirties,103,12
120ac332bef668233ecb1525262722dcf869cfb7c86365ae4088e5e131e9e3818f8df7b793f16c029680dc7b88aa58dd2e8941c8451608ed8d4e358a9ee6f7c6,male_masculine,Canadian English,fifties,22,12
126d3ec8a9de73c224904bc613f47711b76ca9c8d6794b490ce3b731a9f5360949fc9744101eb9d44352af4b85d867ba6fe851c81ca884e6fcf294ab654905a3,female_feminine,England English,twenties,20,12
12a8849d8f2e0d14506c46b168c87e8e27fdb3e23355247a88290c0cf132e8a4e0c952e6ec8a3d7418a2e1892d0f63fc6c4979dea21eea31b61e644c74a9fe07,female_feminine,United States English,twenties,53,12
12abacd76d5f4b07ecd4af0fdec73a72616a0462d22447a97c5c1aac27f8c9e041ff5a49061d5a929f41e5e1c30c8ba8777e8042aa604a1d9f9615cf720dc3c5,male_masculine,United States English,teens,26,12
12b67bfec1a44e770b3c512bc90f15bc96336b03815d41060111e968132dd1480a8e1840e6cf5639baabccbe777c70aada116444f84ca759b38e3e56a25ebaad,male_masculine,"India and South Asia (India, Pakistan, Sri Lanka)",twenties,16,12
133c021e0266cab7b0d903564dea8904cca0342b890c1d2a14f45ddece1c274193d2b6fedb29540ce4bf0f613766617d0e7367680c7cc3a658a819432f535f6d,male_masculine,United States English,teens,13,12
1357b16294853e15a3176cc301af7d1eb79fe21df1986d877a7ad5c3d7fafb181b84aa90603bc3ec4cb36c5cdba788f3ffc1c878fdc20793694714045ea9c3f2,male_masculine,England English,thirties,16,12
13625e98c5c0f1e9fea4eb3ad2eb7c54135da803e0abbbe5b97f05a4a25e356e55aa3958990a4931c43538f1709e325c33805126d9010675985500848146e77e,male_masculine,United States English,twenties,34,12
13afd959fea1ee85bc3541fff5df2fa921ec7e71f3cc9aa989bc8c1fe2a9874c3c300da245be6664a88bdf05375d5a692001bd29409fe8ad3be88e7cca85aa92,,United States English,,16,12
13bc17d3252356a0b6cffb5fd9135bfc0667268274084e02d91a415e026c3e48ccc671490ccf1fbc17804013f25cc3c313087801a7125394c59ebe6ba43b1da9,,England English,,32,12
13d883887135cd255da515e128469ec568e336891f1b48f7839d29debaa059d46cafa767addc9c22ba21d3333f04a067b4e78b5f3bb98178e6908717150281b3,female_feminine,,fourties,14,12
13fe2d4194885cf2a467daf7cc262b38df8bf3091d9c2d68ee3ad6ad42b0485484155c849badc52ab4b245afc1781168f9c01fd416e364138ef1d17669174cf1,female_feminine,New Zealand English,twenties,13,12
141d2fb979ebab495f92c338e4ca2fcc5a9d7b10f19be3047972ea5a0656809b99460f8afa0f5b12848e69becfe6185ae8f44f773289568ba1745fdbbdffaa82,male_masculine,,fourties,30,12
147cef3bfa8142de3dc7a5b62947206656eb1abe9723c9093ef0f4b38475c7e60cbee28ae05cc7df663e39a08f466a48aa704b0c55bb6f39aa4a2d3da6d57ca0,male_masculine,"India and South Asia (India, Pakistan, Sri Lanka)",twenties,22,12
14bbf87ca5201a0b24109291dfa96f985c05bcb3b5551f948c078e0d7f01c76c5dfc7945d85d4487fd6ef3f52684ec6dcd6b1792253944877ff092b0695f314f,female_feminine,United States English,twenties,12,12
14cdc220bce78820b00f79b5a2b1cd66e0bfb4f9b1719642c7368f23f74dd6d0025e28e0b038c2bbabe4c601566cc351ad10b428beebe2fc5718f2010fda4fbf,male_masculine,United States English,thirties,20,12
14dfdc91e501f6d540916b8c9a15ede4dac22fbe671196dc2493a7648a33334b4424727770f924590ceb9ec66ffb96638e6c4c67bdb5f049d2add011de7c91db,female_feminine,Irish English,thirties,22,12
1522bcd9fdc3fdc01842f593fa34d8a89d114e192080522cab995e348cdd116e78fac3a7bf0f5d520b703513ba80c844789e0b0ce4385713c5f60d15d7f8620a,male_masculine,United States English,fourties,13,12
1534d6ca32e51550cde95ba74837dbf959471e9eef8607ee5ad785848d64fe6353dcc5007f3a6a5757ccb39b21296a7a9b2558eae9e00bf1e863a6810fc528f7,female_feminine,United States English,teens,18,12
153e51653e68a48375007e80bf3b0e11011f43d95771e962e863ec35436181595cbcb54cbe598011d2a8fc17cc1eed15f65f747ce2260b4c0c202418dbc232c8,,,,13,12
1555c6dd360ca738be5e4715209164b3c66109979780456eab4d753ade40e7a083f02e6246996dd5241002855994049050b3eba1c23812ca2c46f3470ace765e,male_masculine,United States English,sixties,32,12
159048f3358b0c2995f83110186bc2401d707585e7a36df675047aa9b2731726f7d9465a58ac00e6f447b2a20832445b66a8f5bb432a29b05d84564a41ba6f51,male_masculine,Canadian English,sixties,44,12
15bea30589e107ba836c75690a0c461966b2a35e5a730beec446199ada08a7818096b936c7a4cbe828eb459a72a11c1745ee7eb534dbe5543508318dc048f256,male_masculine,England English,thirties,12,12
15f4b2d89fd6ef677ad0cf16118393247db64e892060c2b238c09fa625e31ed5d5c4b4e05b0de21c6fc2202db2a2ebf567b2fd032758dbfbeb9897aecb2ab555,male_masculine,"India and South Asia (India, Pakistan, Sri Lanka)",twenties,177,12
15f5d75682514c297f6fc805bd59775097677db505c0ca74e3519a4cb5cdc8d2f46c833e68a23482b119918d5b6ef64fb3407432e2b16526f18d072dc59440ac,male_masculine,England English,twenties,23,12
162064a83893d658e1042e688321c35f839c351392e54e7bf87f748eb039019ae0ada4996896280f6e05955c57a734703591b3912ee0269e3c350784d98ce4af,male_masculine,United States English,thirties,37,12
163597c7b1b77b720b21e508e7dd9ce723dbda91582edfb0bd69025472b04e9429b34cc241cb18dbe1d093722dfb6fd6ec5f536e944ed0003ccbbc268df1ef2d,,,,52,12
16407ab9e237bd10bf45338224524ebc08d8748b00256d2b2f58b738cf237296062fc8554a0a63e83d9f34c3ef22004134cffa980958f4fb1f375a565ab77796,female_feminine,Canadian English,thirties,31,12
